language;text;class
"en";"It's not too late to get your flu shot. Four flu deaths reported in Ventura County https://t.co/6qagMDwFaT";
"en";"Sick af I have to do a 40 minute presentation in my environmental science class 😪";
"en";"@herrosamantha dooooo it! It's so easy, my mom gave me a whole book with recipes it's sick";
"en";"@KarenMMoning hi, I'm in book 2 of the fever series. I am emotionally invested &amp; think about book @work.";
"en";"Like the floor is so cold it BURNS MY FEET IT'S SO PAIN";
"en";"nigga can't eat a fuckin sandwich cold";
"en";"I swear to god if I'm getting sick again....";
"en";"@KaiyaOlsen omg how cold is it there now";
"en";"For a minute i was stone cold sober";
"en";"Frosty views #winter #frost #mist #ice #white #cold #countryside #freezing #holland #dutch… https://t.co/kfDbORchBo";
"en";"Cold";
"en";"'Tf wrong witchu? Nigga can't eat a sandwich cold.'";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Yep. I'm fckin sick. 🙂";
"en";"I've been sick for so long, I forgot what it was like to be healthy";
"en";"i love getting sick, but damn this sore throat :'///";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"Kenya, Rwanda ban poultry from Uganda over bird flu";
"en";"I promise there is nothing better than some motherly love and being wrapped in your boyfriends arms when you're sick";
"en";"@Yeefi Fuuuck. Give her my love. And I've just been coping with cabin fever by drawing and counting change.";
"en";"My classmates are probably so sick of me wearing leggings, but I will never get sick of me wearing leggings!!! #whatarejeans";
"en";"Why you so cold, billy? https://t.co/CU7UT1JzvQ";
"en";"I'm sick and tired asking people about paying my money back! Bitch do you think I forgot about it? Well I don't! 😡😡😡";
"en";"Weak af 😭😂...y tf you ain't eat the sandwich cold lls https://t.co/uG2viGkqXR";
"en";"Just waiting for the real cold to come! 😀 i hope it comes soon";
"en";"I hope this cold leaves as fast as it came. Already I'm tired of sneezing and blowing my nose.";
"en";"I'm always so cold 😓";
"en";"Tired, cold and got a headache 🤕😩 why is dieting so hard!!!";
"en";"so done with the cold";
"en";"Individual High Risk Pool=Segregating and punishing those among us unlucky enough to get sick. #priceiswrong https://t.co/Sw0L67zNwE";
"en";"We are open at #GDMontrose normal business hours today! Come on by for a cold #TXBeer &amp; tasty #TXMade Hot Dogs! All #TXWine is 1/2 off too!";
"en";"Cold station tonight. Ready to cook 👨🏻‍🍳👨🏽‍🍳 @ Restaurant Greetje https://t.co/d53w2PHydx";
"en";"Since I've been sick I've watched every Indiana Jones movie, a 6hr OJ doc, and I saw the samsung logo fit perfectly in the corner of the tv.";
"en";"Loving all the sick people who decided to come to work today. #ugh #stayathomesicko";
"en";"I never regret it when I do it, but I always regret it when I don't! Outdoor #Metafit in cold &amp; wet #Nantwich 🌧";
"en";"@Writing_Destiny so sick of her turning words around!";
"en";"Pretty sure I'm getting sick, flight is delayed, can't wait for a new @TheMegaCast to get me through today";
"en";"this is seriously so fucked up not funny at all, shit makes me sick https://t.co/YH62EGLafF";
"en";"Please help donate to Moo she is very sick at emergency vets wiv Ketoacidosis resulting frum her diabetes is treata… https://t.co/DSVlQvglZ1";
"en";"Great woke up sick 😭";
"en";"@chrisgoona You sick bruv...";
"en";"@FoxNews @MeghanMcCain we need to understand what makes Vlad tick-he is a cold warrior left over from the Cold War;disinformation is key";
"en";"I'm so sick 🙂🙂🙂 and I just wanna know who did it so they can see me AND work my shift tonight";
"en";"my exs are sick &amp; delusional 🙄... especially the ones I go to school with.";
"en";"Where do you live? Check to see whether your base is susceptible to cold injuries #military #BeatTheCold https://t.co/jY4NTCYGki";
"en";"I'm sick of the snow: Reno addition. @ Harrah's Reno https://t.co/WlwomRAisc";
"en";"sick of this weather :,(";
"en";"Melo too cold to have his career end like this 😭";
"en";"i feel like such a lil piece of shit when i have to call in sick for work 😣";
"en";"Oh my god I'm gonna be sick";
"en";"All these sick ppl 🙄😷 #getaway";
"en";"@JuliaDavisNews @ABCWorldNews @BBCWorld @CBSNews @nbc @HuffingtonPost @FoxNews @cnni @maddow 'Canada: America's Cold Doorstep'";
"en";"Call in sick and go see my momma? Yes pls";
"en";"Really sick. On the phone with chan last night and he prays over me. I hope everyone finds them a chandler";
"en";"@ddones_3 haven't been sick since I heard @garyvee audiobook! 'If I choose not to be sick, I won't be sick.' Power of the mind brother!";
"en";"i swear my flu and cough is not getting anyway better 😒";
"en";"Y'all I am SO nervous for my interview today not to mention exhausted the girls are sick again &amp; this mama got NO sleep #teamnosleep 😩";
"en";"Why does cyprus have to be cold";
"en";"At one point on 'Wirh You,' @hausedave says 'I need a friend right now, I'm sick of staring at my phone' and it's perfect";
"en";"'why tf you ain't eat it cold' 😂😂😂😂😂😂😂 https://t.co/ntVIbYYO04";
"en";"SOS this girl next to me at the gym is going 15 speed on the elliptical, it's shaking, and she's coughing all over it";
"en";"Been on the first train for 4 minutes and already sick of rowdy children, praising the Lord my train to Sheffield is first class 🔇🙅";
"en";"Bro cold toilet seats are just bad";
"en";"@creativemadhaus Must be very different. Take care and now relax and breathe , not so cold now your at home 👍☕🌹";
"en";"@millnsd On course for the same 3 50s but not done tonight's yet, cold night and recovering from track last night. Oh well, here we go #vmlm";
"en";"Great ... now I'm sick";
"en";"Yes I know I look sick without makeup. 🙄";
"en";"He burnt the sandwhich.... how u cant eat a sandwhich cold!?";
"en";"@WIBNIntl - hoping to make it tonight after a HIT class to shake off the cold ;-)";
"en";"I feel sick";
"en";"sick of the lies and games bruh . 😒";
"en";"V excited that I woke up hella sick the day before Vegas. It's fine. I'm fine. Will rally.";
"en";"Are your hands fuccin cold?";
"en";"and it makes it no better that I been with my brother all morning 😩 he sick too!";
"en";"Both flu and strep tests are miserable I still vote that the strep test is worse. 😝😷";
"en";"future 2014: im so sick and tired of being humble nigga.";
"en";"does anyone else feel like they have been sick for a month now bc I'm dying";
"en";"Why tf u aint eat it cold... this pussy ass nigga burnt the sandwhich";
"en";"sick to my stomach 😂😂😂";
"en";"Reykjavik is beautiful. Cold but very beautiful. . . . #photooftheday #angel #phantom4… https://t.co/ViCihxtrHY";
"en";"While I've been in the bed sick, I've been doing a lot of thinking &amp; I been doing a lot of tripping for no reason lately 🤗";
"en";"My house is 50 degrees when it's 57 outside.. tf house stop letting the cold come in, slut";
"en";"strange cold call just now: 'on scale of 0-10 how happy are you in life right now, with 0 being not at all and 10 being completely?'";
"en";"if u ever get cold, just stand in a corner. they are usually around 90 degrees";
"en";"@FoxNews Excuse me but is it ok for Elizabeth Warren to call Tom Price a criminal at the confirmation hearings? Sick!";
"en";"Is it not cold or raining outside? Girls walking around here with short skirts and heel boots on 🤔";
"en";"Now that's a colourful bird for a cold winters day! @HMWTAmwell @HMWTBadger https://t.co/ZCAk9lxIm5";
"en";"@Franklin_Graham @BarackObama he is a very sick man!! Doesn't love his Country!";
"en";"Weather forecast for HSI El Paso, foggy and cold. @HSI_ElPaso #ApplyHarmony #STEM https://t.co/6B2Ge0NT9f";
"en";"@eviesucks you make me feel sick";
"en";"I'm so sick to my stomach and this cough keeps getting worse 😩";
"en";"I need to go grocery shopping before work but it's so cold outside 😔";
"en";"This whole being sick 😷 thing, is not for keezo 😩";
"en-gb";"I'm actually sick of tinder https://t.co/fO6mC62QbN";
"en";"@66_melody @BoldAsLove65 @Mags_i @MaggieHeroDog @TinaDase @MarionuottoMo @RockG_Alive @l92_more @YouTube hi all! yuk flu despite flu vaccine";
"en";"' why tf you ain't eat it cold?' 😭😭😭😭😭😭😭😭 https://t.co/fJloTOjoPo";
"en";"@Girl1928 by flu you mean hex, then yes 😉";
"en";"@66_melody @BoldAsLove65 @Mags_i @MaggieHeroDog @TinaDase @MarionuottoMo @RockG_Alive @l92_more @YouTube hi all! yuk flu despite flu vaccine";
"en";"my spanish teacher called me out for being sick and the poor kid next to me is looking at me in horror";
"en";"I'd pick the rain 10 out of 10 times over the cold ass weather we were having.";
"en";"I'm really not sorry @ anyone who say my nipple rings today. It's cold and raining and idc complain to someone else bye";
"en";"😂 'catch' it's not a common cold 😂 https://t.co/JegXb8spQC";
"en";"@TeezyTheeGawd ooo drose was still cold too and Noah";
"en";"Hoes don't get Cold right??? @xoxoxoisabelle 🌚🌚🌚😂😂🤷🏽‍♂️";
"en";"Woke up feeling sick";
"en";"Just one cold one and I call it a night after a rather good day @ Cubana Maritzburg https://t.co/xRe27yNCS9";
"en";"@itsDaninsky i once ate a whole stuck together pack of gushers at once in 1st grade and it made me sick and i never ate them again";
"en";"1. Wtf is on his head &amp; 2. I lost it when he said 'why ain't you just eat the sandwich cold,how you burn it'😂😭 https://t.co/yBVY8Vj5IR";
"en";"I hate not being able to taste anything when I'm sick";
"en";"I have a fever and a rash today. Waaaaaaaa. Feel so crummy. #Lupus";
"en";"pls apply cold water to the burned area https://t.co/t8hK0l0vVk";
"en";"Sometimes I cry so hard from pleading So sick and tired of all the needless beating";
"en";"Thank you for sticking up for us. We the people of Wapiti Wyoming are sick and tired of those grizzly bears @BetsyDeVos 😂";
"en";"'Nigga can't eat a sandwich cold' 😭😭😂 https://t.co/pqY26oQY9M";
"en";"Going to have to bust out the SunValley gear if it stays the cold &amp; dreary. ❄️️☔️️ @ San… https://t.co/dnmIN6sVVf";
"en";"I'm already sick 😷😩fml";
"en";"Humans make me sick. They literally stole those baby whales from their mothers like wtf is wrong with y'all?";
"en";"It's been a week now, my fever not getting away. My throat hurts so bad 😢";
"en";"Avery's first official Board Meeting. Sick days can be fun right? #startemyoung… https://t.co/cBqCfCJJUV";
"en";"@byzantine_queen 😂😂😂 I ran yesterday for the first time since I got sick! And I embrace my thighs, as much as I hate them 😂😂💀";
"en";"Hate being sick in college.... mother isn't here to tickle my arm";
"en";"If I was built like these other females some people would be sick.....";
"en";"If I was built like these other females some people would be sick.....";
"en";"She brought a sick bag??? #comedinewithme";
"en";"@_lynleeeee Sick edit😍😍💦💦😈😈🔥🔥😩😩";
"en";"New jeep fever 😛 https://t.co/4Yt4WEesdp";
"en-GB";"@littlemore20 @BearBerkeley Not very cold today....about 10° but the winds have been about 45mph so my knitted bits were blown about 🐾❤️";
"en";"I'm sick af and Idk how to handle this 😂";
"en";"Sick dude https://t.co/RDveHel0m5";
"en";"@Sontia_ just one of those days and I'm sick. Just ready to come home fr";
"en";"UK’s Chief Vet Officer confirmed H5N8 avian flu in a flock of turkeys at a farm in Lincolnshire | @GSPCA… https://t.co/fxmNwJspGA";
"en";"She's the only one I ever saw coughing, I guess they were all lip to lip with her.😂😂😂 https://t.co/2E92IitfIx";
"en";"Put some CBD simple syrup in my cold brew as if I needed that contradiction";
"en";"Mommy brought my snickers I'm all too sick to eat it";
"en";"I'm gonna be sick";
"en";"Free, White, Rich &amp; Happy. Makes me sick. https://t.co/G8qlLqcvvm";
"en";"Sick day shredding Wharncliffe woods on the Alpine 6 🤘🏼 @orangebikes @kaiserbaas @noba_events @bloceyewear https://t.co/1IEWrmE3El";
